1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES
484,California,CA,43,n/a,,,,,Party Votes:,R,9076,,,,,,,,,,
485,California,CA,43,n/a,,,,,District Votes:,,28954,,,,156571,,,,,,
486,California,CA,44,H2CA37023,(I),Ken,Calvert,"Calvert, Ken",,R,32702,100%,,,129937,51.1911656364374%,,,,,
487,California,CA,44,n/a,,,,,Party Votes:,R,32702,,,,,,,,,,
488,California,CA,44,H8CA44091,,Bill,Hedrick,"Hedrick, Bill",,D,20074,100%,,,123890,48.8088343635626%,,,,,
489,California,CA,44,n/a,,,,,Party Votes:,D,20074,,,,,,,,,,
490,California,CA,44,n/a,,,,,District Votes:,,52776,,,,253827,,,,,,
491,California,CA,45,H8CA44034,(I),Mary Bono,Mack,"Mack, Mary Bono",,R,38726,89.3456995201181%,,,155166,58.2910079942297%,,,,,
492,California,CA,45,H8CA45122,,George,Pearne,"Pearne, George",,R,4618,10.6543004798819%,,,,,,,,,
493,California,CA,45,n/a,,,,,Party Votes:,R,43344,,,,,,,,,,
494,California,CA,45,H8CA45114,,Julie,Bornstein,"Bornstein, Julie",,D,18479,60.980760980761%,,,111026,41.7089920057703%,,,,,
495,California,CA,45,H8CA45098,,Paul,Clay,"Clay, Paul",,D,8697,28.7001287001287%,,,,,,,,,
496,California,CA,45,H8CA45106,,David,Hunsicker,"Hunsicker, David",,D,3127,10.3191103191103%,,,,,,,,,
497,California,CA,45,n/a,,,,,Party Votes:,D,30303,,,,,,,,,,
498,California,CA,45,n/a,,,,,District Votes:,,73647,,,,266192,,,,,,
499,California,CA,46,H8CA42061,(I),Dana,Rohrabacher,"Rohrabacher, Dana",,R,43693,86.6168424391404%,,,149818,52.5166767738023%,,,,,
500,California,CA,46,H8CA46104,,Ronald,St. John,"St. John, Ronald",,R,6751,13.3831575608596%,,,,,,,,,
501,California,CA,46,n/a,,,,,Party Votes:,R,50444,,,,,,,,,,
502,California,CA,46,H8CA46096,,Debbie,Cook,"Cook, Debbie",,D,24238,80.8014134746808%,,,122891,43.0777805431213%,,,,,
503,California,CA,46,H8CA46088,,Daniel,Kalmick,"Kalmick, Daniel",,D,5759,19.1985865253192%,,,,,,,,,
504,California,CA,46,n/a,,,,,Party Votes:,D,29997,,,,,,,,,,
505,California,CA,46,H4CA46095,,Thomas,Lash,"Lash, Thomas",,GRE,223,100%,,,8257,2.89437984835791%,,,,,
506,California,CA,46,n/a,,,,,Party Votes:,GRE,223,,,,,,,,,,
507,California,CA,46,H8CA46112,,Ernst P.,Gasteiger,"Gasteiger, Ernst P.",,LBT,295,100%,,,4311,1.51116283471854%,,,,,
508,California,CA,46,n/a,,,,,Party Votes:,LBT,295,,,,,,,,,,
509,California,CA,46,n/a,,,,,District Votes:,,80959,,,,285277,,,,,,
510,California,CA,47,H6CA46033,(I),Loretta,Sanchez,"Sanchez, Loretta",,D,16430,100%,,,85878,69.4895779388918%,,,,,
511,California,CA,47,n/a,,,,,Party Votes:,D,16430,,,,,,,,,,
512,California,CA,47,H6CA47031,,"Rosemarie ""Rosie""",Avila,"Avila, Rosemarie ""Rosie""",,R,12245,100%,,,31432,25.4337131020197%,,,,,
513,California,CA,47,n/a,,,,,Party Votes:,R,12245,,,,,,,,,,
514,California,CA,47,H8CA47052,,Robert,Lauten,"Lauten, Robert",,AIP,398,100%,,,6274,5.07670895908856%,,,,,
515,California,CA,47,n/a,,,,,Party Votes:,AIP,398,,,,,,,,,,
516,California,CA,47,n/a,,,,,District Votes:,,29073,,,,123584,,,,,,
