#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
261,California,CA,12,H2CA12158,,Maad,Abu-Ghazalah,"Abu-Ghazalah, Maad",,D,5678,6.59366181645048%,,,,,,,
262,California,CA,12,,,Norma Bureau,Elias,"Elias, Norma Bureau",,W(D),5,0.00580632424837133%,,,,,,,
263,California,CA,12,,,,,,Party Votes:,D,86113,,,,,,,,
264,California,CA,12,H4CA05075,,Mike,Garza,"Garza, Mike",,R,13967,55.4664230967793%,,,52593,20.8207475088975%,,,
265,California,CA,12,H4CA12063,,Christopher,Huskins,"Huskins, Christopher",,R,11214,44.5335769032207%,,,,,,,
266,California,CA,12,,,,,,Party Votes:,R,25181,,,,,,,,
267,California,CA,12,H4CA12071,,Pat,Gray,"Gray, Pat",,GRN,1072,69.0721649484536%,,,23038,9.12038448291561%,,,
268,California,CA,12,H4CA12089,,Barry ,Hermanson,"Hermanson, Barry ",,GRN,480,30.9278350515464%,,,,,,,
269,California,CA,12,,,,,,Party Votes:,GRN,1552,,,,,,,,
270,California,CA,12,H4CA12097,,Harland,Harrison,"Harrison, Harland",,LBT,390,100%,,,5116,2.02534451838685%,,,
271,California,CA,12,,,,,,Party Votes:,LBT,390,,,,,,,,
272,California,CA,12,,,,,,District Votes:,,113236,,,,252599,,,,
273,California,CA,13,H6CA09023,(I),Fortney Pete,Stark,"Stark, Fortney Pete",,D,59726,100%,,,144605,71.6146413696446%,,,
274,California,CA,13,,,,,,Party Votes:,D,59726,,,,,,,,
275,California,CA,13,H4CA13079,,George I.,Bruno,"Bruno, George I.",,R,19606,100%,,,48439,23.9890848401107%,,,
276,California,CA,13,,,,,,Party Votes:,R,19606,,,,,,,,
277,California,CA,13,H2CA13073,,Mark W.,Stroberg,"Stroberg, Mark W.",,LBT,389,100%,,,8877,4.3962737902447%,,,
278,California,CA,13,,,,,,Party Votes:,LBT,389,,,,,,,,
279,California,CA,13,,,,,,District Votes:,,79721,,,,201921,,,,
280,California,CA,14,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,D,81911,100%,,,182712,69.7672287390029%,,,
281,California,CA,14,,,,,,Party Votes:,D,81911,,,,,,,,
282,California,CA,14,H8CA14128,,Chris,Haugen,"Haugen, Chris",,R,33732,100%,,,69564,26.5625%,,,
283,California,CA,14,,,,,,Party Votes:,R,33732,,,,,,,,
284,California,CA,14,H4CA14085,,Brian,Holtz,"Holtz, Brian",,LBT,873,100%,,,9588,3.66110703812317%,,,
285,California,CA,14,,,,,,Party Votes:,LBT,873,,,,,,,,
286,California,CA,14,,,Dennis,Mitrzyk,"Mitrzyk, Dennis",,W,,,,,24,0.00916422287390029%,,,
287,California,CA,14,,,,,,District Votes:,,116516,,,,261888,,,,
288,California,CA,15,H0CA15148,(I),Mike,Honda,"Honda, Mike",,D,58531,100%,,,154385,72.0287583163042%,,,
289,California,CA,15,,,,,,Party Votes:,D,58531,,,,,,,,
290,California,CA,15,H4CA15058,,Raymond L.,Chukwu,"Chukwu, Raymond L.",,R,26813,99.4695058614038%,,,59953,27.9712416836958%,,,
291,California,CA,15,,,Peter Sundin,Soule,"Soule, Peter Sundin",,W(R),143,0.530494138596231%,,,,,,,
292,California,CA,15,,,,,,Party Votes:,R,26956,,,,,,,,
293,California,CA,15,,,,,,District Votes:,,85487,,,,214338,,,,
294,California,CA,16,H4CA16049,(I),Zoe,Lofgren,"Lofgren, Zoe",,D,50254,100%,,,129222,70.891645316846%,,,
295,California,CA,16,,,,,,Party Votes:,D,50254,,,,,,,,
296,California,CA,16,H2CA16084,,Douglas Adams,McNea,"McNea, Douglas Adams",,R,20411,100%,,,47992,26.3285805980876%,,,
297,California,CA,16,,,,,,Party Votes:,R,20411,,,,,,,,
298,California,CA,16,H4CA15041,,Markus ,Welch,"Welch, Markus ",,LBT,346,100%,,,5067,2.77977408506646%,,,
299,California,CA,16,,,,,,Party Votes:,LBT,346,,,,,,,,
300,California,CA,16,,,,,,District Votes:,,71011,,,,182281,,,,
301,California,CA,17 ,H4CA17021,(I),Sam,Farr,"Farr, Sam",,D,65809,91.1355767899183%,,,148958,66.7299809609139%,,,
302,California,CA,17,H6CA16069,,Art,Dunn,"Dunn, Art",,D,6401,8.86442321008171%,,,,,,,
303,California,CA,17,,,,,,Party Votes:,D,72210,,,,,,,,
304,California,CA,17,H4CA17260,,Mark,Risley,"Risley, Mark",,R,23139,74.9077371317578%,,,65117,29.171015791242%,,,
305,California,CA,17,H8CA15067,,Connor,Vlakancic,"Vlakancic, Connor",,R,7751,25.0922628682422%,,,,,,,
306,California,CA,17,,,,,,Party Votes:,R,30890,,,,,,,,
307,California,CA,17,H2CA17074,,Ray,Glock-Grueneich,"Glock-Grueneich, Ray",,GRN,1656,100%,,,3645,1.63288162168216%,,,
308,California,CA,17,,,,,,Party Votes:,GRN,1656,,,,,,,,
309,California,CA,17,H4CA17278,,Joe ,Williams,"Williams, Joe ",,PFP,141,100%,,,2823,1.26464329712174%,,,
310,California,CA,17,,,,,,Party Votes:,PFP,141,,,,,,,,
311,California,CA,17,H4CA17286,,Joel ,Smolen,"Smolen, Joel ",,LBT,482,100%,,,2607,1.1678799417628%,,,
312,California,CA,17,,,,,,Party Votes:,LBT,482,,,,,,,,
313,California,CA,17,,,David Mauricio,Munoz,"Munoz, David Mauricio",,W,,,,,75,0.0335983872774107%,,,
314,California,CA,17,,,,,,District Votes:,,105379,,,,223225,,,,
315,California,CA,18,H2CA18056,(I),Dennis A.,Cardoza,"Cardoza, Dennis A.",,D,39565,100%,,,103732,67.4877199830845%,,,
316,California,CA,18,,,,,,Party Votes:,D,39565,,,,,,,,
317,California,CA,18,H4CA18045,,Charles F.,"Pringle, Sr","Pringle, Charles F., Sr.",,R,16913,68.5597308362723%,,,49973,32.5122800169155%,,,
318,California,CA,18,H4CA18052,,Audrey,Redmond,"Redmond, Audrey",,R,7756,31.4402691637278%,,,,,,,
319,California,CA,18,,,,,,Party Votes:,R,24669,,,,,,,,
320,California,CA,18,,,,,,District Votes:,,64234,,,,153705,,,,
321,California,CA,19,H2CA19054,(I),George,Radanovich,"Radanovich, George",,R,65050,100%,,,155354,66.0339023394995%,,,
322,California,CA,19,,,,,,Party Votes:,R,65050,,,,,,,,
323,California,CA,19,H4CA19076,,James Lex,Bufford,"Bufford, James Lex",,D,39637,100%,,,64047,27.2234596028292%,,,
324,California,CA,19,,,,,,Party Votes:,D,39637,,,,,,,,
325,California,CA,19,H4CA19084,,Larry R.,Mullen,"Mullen, Larry R.",,GRN,540,100%,,,15863,6.74263805767138%,,,
326,California,CA,19,,,,,,Party Votes:,GRN,540,,,,,,,,
327,California,CA,19,,,,,,District Votes:,,105227,,,,235264,,,,
328,California,CA,20,H4CA20082,,Jim,Costa,"Costa, Jim",,D,24338,73.1683852929682%,,,61005,53.402605133233%,,,
329,California,CA,20,H0CA20074,,Lisa,Quigley,"Quigley, Lisa",,D,8925,26.8316147070318%,,,,,,,
330,California,CA,20,,,,,,Party Votes:,D,33263,,,,,,,,
331,California,CA,20,H4CA20108,,Roy,Ashburn,"Ashburn, Roy",,R,15394,79.6461092715232%,,,53231,46.5973948667671%,,,
332,California,CA,20,H4CA20116,,Gino L.,Martorana,"Martorana, Gino L.",,R,3934,20.3538907284768%,,,,,,,
333,California,CA,20,,,,,,Party Votes:,R,19328,,,,,,,,
334,California,CA,20,,,,,,District Votes:,,52591,,,,114236,,,,
335,California,CA,21,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,R,59510,100%,,,140721,73.1721394587006%,,,
336,California,CA,21,,,,,,Party Votes:,R,59510,,,,,,,,
337,California,CA,21,H4CA21064,,Fred B.,Davis,"Davis, Fred B.",,D,32271,100%,,,51594,26.8278605412994%,,,
338,California,CA,21,,,,,,Party Votes:,D,32271,,,,,,,,
339,California,CA,21,,,,,,District Votes:,,91781,,,,192315,,,,
340,California,CA,22,H8CA18020,(I),Bill,Thomas,"Thomas, Bill",,R,78809,100%,,,209384,100%,,,
341,California,CA,22,,,,,,Party Votes:,R,78809,,,,,,,,
342,California,CA,22,,,,,,District Votes:,,78809,,,,209384,,,,
343,California,CA,23,H8CA22089,(I),Lois,Capps,"Capps, Lois",,D,64202,100%,,,153980,63.0298366332784%,,,
344,California,CA,23,,,,,,Party Votes:,D,64202,,,,,,,,
345,California,CA,23,H2CA22116,,Don,Regan,"Regan, Don",,R,43738,100%,,,83926,34.3540853960548%,,,
346,California,CA,23,,,,,,Party Votes:,R,43738,,,,,,,,
347,California,CA,23,H4CA23136,,Michael,Favorite,"Favorite, Michael",,LBT,490,100%,,,6391,2.61607797066685%,,,
348,California,CA,23,,,,,,Party Votes:,LBT,490,,,,,,,,
349,California,CA,23,,,,,,District Votes:,,108430,,,,244297,,,,
350,California,CA,24,H6CA21028,(I),Elton,Gallegly,"Gallegly, Elton",,R,78839,100%,,,178660,62.8248317380388%,,,
351,California,CA,24,,,,,,Party Votes:,R,78839,,,,,,,,
352,California,CA,24,H4CA24118,,Brett,Wagner,"Wagner, Brett",,D,47259,100%,,,96397,33.8974885539669%,,,
353,California,CA,24,,,,,,Party Votes:,D,47259,,,,,,,,
354,California,CA,24,H4CA24126,,Stuart A.,Bechman,"Bechman, Stuart A.",,GRN,723,100%,,,9321,3.27767970799429%,,,
355,California,CA,24,,,,,,Party Votes:,GRN,723,,,,,,,,
356,California,CA,24,,,,,,District Votes:,,126821,,,,284378,,,,
357,California,CA,25,H2CA25036,(I),"Howard P. ""Buck""",McKeon,"McKeon, Howard P. ""Buck""",,R,47727,100%,,,145575,64.4222684427136%,,,
358,California,CA,25,,,,,,Party Votes:,R,47727,,,,,,,,
359,California,CA,25,H4CA25099,,"Fred ""Tim""",Willoughby,"Willoughby, Fred ""Tim""",,D,15714,56.0873755220045%,,,80395,35.5777315572864%,,,
360,California,CA,25,H6CA40234,,Bob,Conaway,"Conaway, Bob",,D,12303,43.9126244779955%,,,,,,,
361,California,CA,25,,,,,,Party Votes:,D,28017,,,,,,,,
362,California,CA,25,,,,,,District Votes:,,75744,,,,225970,,,,
363,California,CA,26,H8CA35032,(I),David,Dreier,"Dreier, David",,R,53368,83.5572256145295%,,,134596,53.579717125717%,,,
364,California,CA,26,H4CA26113,,S. Sonny,Sardo,"Sardo, S. Sonny",,R,10502,16.4427743854705%,,,,,,,
365,California,CA,26,,,,,,Party Votes:,R,63870,,,,,,,,
366,California,CA,26,H4CA26097,,Cynthia M.,Matthews,"Matthews, Cynthia M.",,D,21365,61.8629835533936%,,,107522,42.8021512139391%,,,
367,California,CA,26,H4CA26105,,Vicki Lynn,Johnson,"Johnson, Vicki Lynn",,D,13171,38.1370164466064%,,,,,,,
368,California,CA,26,,,,,,Party Votes:,D,34536,,,,,,,,
369,California,CA,26,H4CA28083,,Randall,Weissbuch,"Weissbuch, Randall",,LBT,340,100%,,,9089,3.61813166034386%,,,
370,California,CA,26,,,,,,Party Votes:,LBT,340,,,,,,,,
371,California,CA,26,,,,,,District Votes:,,98746,,,,251207,,,,
372,California,CA,27,H6CA24113,(I),Brad,Sherman,"Sherman, Brad",,D,40350,100%,,,125296,62.2749729122556%,,,
373,California,CA,27,,,,,,Party Votes:,D,40350,,,,,,,,
374,California,CA,27,H2CA27180,,Robert M. ,Levy,"Levy, Robert M. ",,R,24883,100%,,,66946,33.2736905933459%,,,
375,California,CA,27,,,,,,Party Votes:,R,24883,,,,,,,,
376,California,CA,27,H4CA27103,,Eric J.,Carter,"Carter, Eric J.",,GRN,335,100%,,,8956,4.45133649439855%,,,
377,California,CA,27,,,,,,Party Votes:,GRN,335,,,,,,,,
378,California,CA,27,,,,,,District Votes:,,65568,,,,201198,,,,
379,California,CA,28,H2CA26026,(I),Howard L.,Berman,"Berman, Howard L.",,D,33702,81.9003645200486%,,,115303,70.9513260722417%,,,
380,California,CA,28,H4CA28069,,Charles R.,"Coleman, Jr.","Coleman, Charles R., Jr.",,D,7448,18.0996354799514%,,,,,,,
381,California,CA,28,,,,,,Party Votes:,D,41150,,,,,,,,
382,California,CA,28,H2CA28097,,David,Hernandez,"Hernandez, David",,R,11409,100%,,,37868,23.3019506491908%,,,
383,California,CA,28,,,,,,Party Votes:,R,11409,,,,,,,,
384,California,CA,28,H2CA28105,,Kelley L.,Ross,"Ross, Kelley L.",,LBT,217,100%,,,9339,5.74672327856747%,,,
385,California,CA,28,,,,,,Party Votes:,LBT,217,,,,,,,,
386,California,CA,28,,,,,,District Votes:,,52776,,,,162510,,,,
387,California,CA,29,H0CA27085,(I),Adam B.,Schiff,"Schiff, Adam B.",,D,40699,100%,,,133670,64.6273303937495%,,,
388,California,CA,29,,,,,,Party Votes:,D,40699,,,,,,,,
389,California,CA,29,H4CA29091,,Harry Frank,Scolinos,"Scolinos, Harry Frank",,R,17077,58.5249665855581%,,,62871,30.3971339057786%,,,
390,California,CA,29,H4CA29109,,William J.,Bodell,"Bodell, William J.",,R,8238,28.2326330580212%,,,,,,,
391,California,CA,29,H4CA27095,,Reza,Torchizy,"Torchizy, Reza",,R,3864,13.2424003564207%,,,,,,,
392,California,CA,29,,,,,,Party Votes:,R,29179,,,,,,,,
393,California,CA,29,H4CA29117,,Philip,Koebel,"Koebel, Philip",,GRN,421,100%,,,5715,2.76311209097238%,,,
394,California,CA,29,,,,,,Party Votes:,GRN,421,,,,,,,,
395,California,CA,29,H6CA25086,,Ted,Brown,"Brown, Ted",,LBT,289,100%,,,4570,2.20952270441711%,,,
396,California,CA,29,,,,,,Party Votes:,LBT,289,,,,,,,,
397,California,CA,29,,,John Christopher,Burton,"Burton, John Christopher",,W,,,,,6,0.0029009050823857%,,,
398,California,CA,29,,,,,,District Votes:,,70588,,,,206832,,,,
399,California,CA,30,H6CA24048,(I),Henry A.,Waxman,"Waxman, Henry A.",,D,78362,100%,,,216682,71.2425241741658%,,,
400,California,CA,30,,,,,,Party Votes:,D,78362,,,,,,,,
401,California,CA,30,H4CA30073,,Victor,Elizalde,"Elizalde, Victor",,R,29018,100%,,,87465,28.7574758258342%,,,
402,California,CA,30,,,,,,Party Votes:,R,29018,,,,,,,,
403,California,CA,30,,,,,,District Votes:,,107380,,,,304147,,,,
404,California,CA,31,H2CA30143,(I),Xavier,Becerra,"Becerra, Xavier",,D,26308,89.4495256876679%,,,89363,80.2102126360952%,,,
405,California,CA,31,H0CA32085,,Mervin Leon,Evans,"Evans, Mervin Leon",,D,3103,10.5504743123321%,,,,,,,
406,California,CA,31,,,,,,Party Votes:,D,29411,,,,,,,,
407,California,CA,31,H2CA31083,,Luis,Vega,"Vega, Luis",,R,5634,100%,,,22048,19.7897873639048%,,,
408,California,CA,31,,,,,,Party Votes:,R,5634,,,,,,,,
409,California,CA,31,,,,,,District Votes:,,35045,,,,111411,,,,
410,California,CA,32,H0CA31087,(I),Hilda L.,Solis,"Solis, Hilda L.",,D,28948,100%,,,119144,85.0141994776876%,,,
411,California,CA,32,,,,,,Party Votes:,D,28948,,,,,,,,
412,California,CA,32,H4CA32095,,Leland,Faegre,"Faegre, Leland",,LBT,91,100%,,,21002,14.9858005223124%,,,
413,California,CA,32,,,,,,Party Votes:,LBT,91,,,,,,,,
414,California,CA,32,,,,,,District Votes:,,29039,,,,140146,,,,
415,California,CA,33,H2CA32099,(I),Diane E.,Watson,"Watson, Diane E.",,D,53376,100%,,,166801,88.5759954119184%,,,
416,California,CA,33,,,,,,Party Votes:,D,53376,,,,,,,,
417,California,CA,33,H4CA33077,,Robert G.,"Weber, Jr.","Weber, Robert G., Jr.",,LBT,178,100%,,,21513,11.4240045880816%,,,
418,California,CA,33,,,,,,Party Votes:,LBT,178,,,,,,,,
419,California,CA,33,,,,,,District Votes:,,53554,,,,188314,,,,
420,California,CA,34,H2CA33048,(I),Lucille,Royball-Allard,"Royball-Allard, Lucille",,D,22593,100%,,,82282,74.4923363842944%,,,
421,California,CA,34,,,,,,Party Votes:,D,22593,,,,,,,,
422,California,CA,34,H8CA33235,,Wayne ,Miller,"Miller, Wayne ",,R,7683,100%,,,28175,25.5076636157057%,,,
423,California,CA,34,,,,,,Party Votes:,R,7683,,,,,,,,
424,California,CA,34,,,,,,District Votes:,,30276,,,,110457,,,,
425,California,CA,35,H4CA23011,(I),Maxine,Waters,"Waters, Maxine",,D,41452,100%,,,125949,80.5264470260283%,,,
426,California,CA,35,,,,,,Party Votes:,D,41452,,,,,,,,
427,California,CA,35,H2CA35092,,Ross,Moen,"Moen, Ross",,R,7573,100%,,,23591,15.0830845166776%,,,
428,California,CA,35,,,,,,Party Votes:,R,7573,,,,,,,,
429,California,CA,35,H6CA35093,,Gordon Michael,Mego,"Mego, Gordon Michael",,AIP,300,100%,,,3440,2.19939005287487%,,,
430,California,CA,35,,,,,,Party Votes:,AIP,300,,,,,,,,
431,California,CA,35,H2CA33113,,Charles,Tate,"Tate, Charles",,LBT,96,100%,,,3427,2.19107840441924%,,,
432,California,CA,35,,,,,,Party Votes:,LBT,96,,,,,,,,
433,California,CA,35,,,,,,District Votes:,,49421,,,,156407,,,,
434,California,CA,36,H2CA27107,(I),Jane,Harman,"Harman, Jane",,D,48524,100%,,,151208,61.9593188113619%,,,
435,California,CA,36,,,,,,Party Votes:,D,48524,,,,,,,,
436,California,CA,36,H4CA36096,,Paul ,Whitehead,"Whitehead, Paul ",,R,13081,42.9208911638285%,,,81666,33.4636377046762%,,,
437,California,CA,36,H2CA36215,,Gloria E.,Davis,"Davis, Gloria E.",,R,9430,30.9413656199757%,,,,,,,
438,California,CA,36,H4CA36088,,Lee,Leslie,"Leslie, Lee",,R,7966,26.1377432161958%,,,,,,,
439,California,CA,36,,,,,,Party Votes:,R,30477,,,,,,,,
440,California,CA,36,H4CA36112,,Alice,Stek,"Stek, Alice",,PFP,124,100%,,,6105,2.50159807247873%,,,
441,California,CA,36,,,,,,Party Votes:,PFP,124,,,,,,,,
442,California,CA,36,H4CA36104,,Mike,Binkley,"Binkley, Mike",,LBT,456,100%,,,5065,2.07544541148318%,,,
443,California,CA,36,,,,,,Party Votes:,LBT,456,,,,,,,,
444,California,CA,36,,,,,,District Votes:,,79581,,,,244044,,,,
445,California,CA,37,H6CA37222,(I),Juanita,Millender-McDonald,"Millender-McDonald, Juanita",,D,27047,64.9403347019136%,,,118823,75.0533735898634%,,,
446,California,CA,37,H4CA37060,,Albert,Robles,"Robles, Albert",,D,7800,18.7279406468343%,,,,,,,
447,California,CA,37,H2CA38062,,Peter,Mathews,"Mathews, Peter",,D,6802,16.3317246512521%,,,,,,,
448,California,CA,37,,,,,,Party Votes:,D,41649,,,,,,,,
449,California,CA,37,H0CA37118,,Vernon,Van,"Van, Vernon",,R,10172,100%,,,31960,20.1872181305979%,,,
450,California,CA,37,,,,,,Party Votes:,R,10172,,,,,,,,
451,California,CA,37,H2CA37254,,Herb,Peters,"Peters, Herb",,LBT,180,100%,,,7535,4.75940827953865%,,,
452,California,CA,37,,,,,,Party Votes:,LBT,180,,,,,,,,
453,California,CA,37,,,,,,District Votes:,,52001,,,,158318,,,,
454,California,CA,38,H8CA34068,(I),Grace Flores,Napolitano,"Napolitano, Grace Flores",,D,26632,78.9002784855128%,,,116851,100%,,,
455,California,CA,38,H4CA38084,,Michael J.,Manzo,"Manzo, Michael J.",,D,7122,21.0997215144872%,,,,,,,
456,California,CA,38,,,,,,Party Votes:,D,33754,,,,,,,,
457,California,CA,38,,,,,,District Votes:,,33754,,,,116851,,,,
458,California,CA,39,H2CA39078,(I),Linda T.,Sanchez,"Sanchez, Linda T.",,D,30424,100%,,,100132,60.6993040905895%,,,
459,California,CA,39,,,,,,Party Votes:,D,30424,,,,,,,,
460,California,CA,39,H2CA39102,,Tim,Escobar,"Escobar, Tim",,R,18227,100%,,,64832,39.3006959094105%,,,
461,California,CA,39,,,,,,Party Votes:,R,18227,,,,,,,,
462,California,CA,39,,,,,,District Votes:,,48651,,,,164964,,,,
463,California,CA,40,H6CA39020,(I),Ed,Royce,"Royce, Ed",,R,61464,100%,,,147617,67.9320389689877%,,,
464,California,CA,40,,,,,,Party Votes:,R,61464,,,,,,,,
465,California,CA,40,H4CA40072,,J. Tilman,Williams,"Williams, J. Tilman",,D,17294,51.7196004545726%,,,69684,32.0679610310123%,,,
466,California,CA,40,H8CA47011,,Christina,Avalos,"Avalos, Christina",,D,16144,48.2803995454274%,,,,,,,
467,California,CA,40,,,,,,Party Votes:,D,33438,,,,,,,,
468,California,CA,40,,,,,,District Votes:,,94902,,,,217301,,,,
469,California,CA,41,H8CA37079,(I),Jerry,Lewis,"Lewis, Jerry",,R,63453,100%,,,181605,82.9485194370983%,,,
470,California,CA,41,,,,,,Party Votes:,R,63453,,,,,,,,
471,California,CA,41,H4CA41112,,Peymon,Mottahedek,"Mottahedek, Peymon",,LBT,424,100%,,,37332,17.0514805629017%,,,
472,California,CA,41,,,,,,Party Votes:,LBT,424,,,,,,,,
473,California,CA,41,,,"Henry ""Hank"" F., Jr.",Ramey,"Ramey, Henry ""Hank"" F., Jr.",,W(D),30,100%,,,,,,,
474,California,CA,41,,,,,,Party Votes:,D,30,,,,,,,,
475,California,CA,41,,,,,,District Votes:,,63907,,,,218937,,,,
476,California,CA,42,H8CA41063,(I),Gary G.,Miller,"Miller, Gary G.",,R,65558,100%,,,167632,68.1361650238797%,,,
477,California,CA,42,,,,,,Party Votes:,R,65558,,,,,,,,
478,California,CA,42,H4CA42052,,Lewis,Myers,"Myers, Lewis",,D,29583,100%,,,78393,31.8638349761203%,,,
479,California,CA,42,,,,,,Party Votes:,D,29583,,,,,,,,
480,California,CA,42,,,,,,District Votes:,,95141,,,,246025,,,,
481,California,CA,43,H6CA42099,(I),Joe,Baca,"Baca, Joe",,D,27769,100%,,,86830,66.3665408074354%,,,
482,California,CA,43,,,,,,Party Votes:,D,27769,,,,,,,,
483,California,CA,43,H4CA43069,,Ed,Laning,"Laning, Ed",,R,13599,100%,,,44004,33.6334591925646%,,,
484,California,CA,43,,,,,,Party Votes:,R,13599,,,,,,,,
485,California,CA,43,,,,,,District Votes:,,41368,,,,130834,,,,
486,California,CA,44,H2CA37023,(I),Ken,Calvert,"Calvert, Ken",,R,49107,85.7929034399623%,,,138768,61.6409696032835%,,,
487,California,CA,44,H4CA44132,,David J.,Rizzo,"Rizzo, David J.",,R,8132,14.2070965600377%,,,,,,,
488,California,CA,44,,,,,,Party Votes:,R,57239,,,,,,,,
489,California,CA,44,H2CA44128,,Louis ,Vandenberg,"Vandenberg, Louis ",,D,33140,100%,,,78796,35.001310394762%,,,
490,California,CA,44,,,,,,Party Votes:,D,33140,,,,,,,,
491,California,CA,44,H4CA44140,,Kevin,Akin,"Akin, Kevin",,PFP,103,100%,,,7559,3.35772000195449%,,,
492,California,CA,44,,,,,,Party Votes:,PFP,103,,,,,,,,
493,California,CA,44,,,,,,District Votes:,,90482,,,,225123,,,,
494,California,CA,45,H8CA44034,(I),Mary,Bono,"Bono, Mary",,R,51429,85.9283888322668%,,,153523,66.6072280793093%,,,
495,California,CA,45,H0CA44122,,John,Barker,"Barker, John",,R,8422,14.0716111677332%,,,,,,,
496,California,CA,45,,,,,,Party Votes:,R,59851,,,,,,,,
497,California,CA,45,H4CA45071,,Richard J.,Meyer,"Meyer, Richard J.",,D,27117,70.8071128286811%,,,76967,33.3927719206907%,,,
498,California,CA,45,H4CA45055,,Dennis,Lockhart,"Lockhart, Dennis",,D,11168,29.1615531242656%,,,,,,,
499,California,CA,45,,,John W.,Thomas,"Thomas, John W.",,W(D),12,0.031334047053294%,,,,,,,
500,California,CA,45,,,,,,Party Votes:,D,38297,,,,,,,,
501,California,CA,45,,,,,,District Votes:,,98148,,,,230490,,,,
502,California,CA,46,H8CA42061,(I),Dana,Rohrabacher,"Rohrabacher, Dana",,R,69132,83.5310891471932%,,,171318,61.916946763526%,,,
503,California,CA,46,H6CA27124,,"Robert K. ""Bob""",Dornan,"Dornan, Robert K. ""Bob""",,R,13630,16.4689108528068%,,,,,,,
504,California,CA,46,,,,,,Party Votes:,R,82762,,,,,,,,
505,California,CA,46,H4CA46061,,Jim,Brandt,"Brandt, Jim",,D,21408,48.6445954236633%,,,90129,32.5739997831508%,,,
506,California,CA,46,H4CA46087,,Tan D.,Nguyen,"Nguyen, Tan D.",,D,14349,32.604694494308%,,,,,,,
507,California,CA,46,H4CA46079,,Paul C.,Wilkins,"Wilkins, Paul C.",,D,8252,18.7507100820287%,,,,,,,
508,California,CA,46,,,,,,Party Votes:,D,44009,,,,,,,,
509,California,CA,46,H4CA46095,,Tom,Lash,"Lash, Tom",,GRN,581,100%,,,10238,3.70016986519209%,,,
510,California,CA,46,,,,,,Party Votes:,GRN,581,,,,,,,,
511,California,CA,46,H0CA39072,,Keith,Gann,"Gann, Keith",,LBT,707,100%,,,5005,1.80888358813112%,,,
512,California,CA,46,,,,,,Party Votes:,LBT,707,,,,,,,,
513,California,CA,46,,,,,,District Votes:,,128059,,,,276690,,,,
514,California,CA,47,H6CA46033,(I),Loretta,Sanchez,"Sanchez, Loretta",,D,23270,100%,,,65684,60.3807580228528%,,,
515,California,CA,47,,,,,,Party Votes:,D,23270,,,,,,,,
516,California,CA,47,H2CA46099,,"Alexandria A. ""Alex""",Coronado,"Coronado, Alexandria A. ""Alex""",,R,12061,59.358236133668%,,,43099,39.6192419771472%,,,
517,California,CA,47,H4CA47051,,Virgel L.,Nickell,"Nickell, Virgel L.",,R,8258,40.641763866332%,,,,,,,
518,California,CA,47,,,,,,Party Votes:,R,20319,,,,,,,,
519,California,CA,47,,,,,,District Votes:,,43589,,,,108783,,,,
520,California,CA,48,H8CA40057,(I),Christopher,Cox,"Cox, Christopher",,R,85697,100%,,,189004,64.9784097472428%,,,
521,California,CA,48,,,,,,Party Votes:,R,85697,,,,,,,,
522,California,CA,48,H0CA47034,,John,Graham,"Graham, John",,D,39385,100%,,,93525,32.153318298083%,,,
523,California,CA,48,,,,,,Party Votes:,D,39385,,,,,,,,
524,California,CA,48,H4CA48026,,Bruce,Cohen,"Cohen, Bruce",,LBT,718,100%,,,8343,2.86827195467422%,,,
525,California,CA,48,,,,,,Party Votes:,LBT,718,,,,,,,,
526,California,CA,48,,,,,,District Votes:,,125800,,,,290872,,,,
527,California,CA,49,H0CA48024,(I),Darrell E.,Issa,"Issa, Darrell E.",,R,66710,100%,,,141658,62.5515529925022%,,,
528,California,CA,49,,,,,,Party Votes:,R,66710,,,,,,,,
529,California,CA,49,H2CA49200,,Mike,Byron,"Byron, Mike",,D,32903,100%,,,79057,34.9089929614158%,,,
530,California,CA,49,,,,,,Party Votes:,D,32903,,,,,,,,
531,California,CA,49,H4CA49081,,Lars R.,Grossmith,"Grossmith, Lars R.",,LBT,526,100%,,,5751,2.53945404608197%,,,
532,California,CA,49,,,,,,Party Votes:,LBT,526,,,,,,,,
533,California,CA,49,,,,,,District Votes:,,100139,,,,226466,,,,
534,California,CA,50,H0CA45012,(I),"Randy ""Duke""",Cunningham,"Cunningham, Randy ""Duke""",,R,81854,100%,,,169025,58.4198556655422%,,,
535,California,CA,50,,,,,,Party Votes:,R,81854,,,,,,,,
536,California,CA,50,H4CA50055,,Francine P.,Busby,"Busby, Francine P.",,D,47600,100%,,,105590,36.4949123486147%,,,
537,California,CA,50,,,,,,Party Votes:,D,47600,,,,,,,,
538,California,CA,50,H4CA50089,,Brandon C.,Osborne,"Osborne, Brandon C.",,LBT,770,100%,,,3486,1.20486091909528%,,,
539,California,CA,50,,,,,,Party Votes:,LBT,770,,,,,,,,
