#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab)
241,California,CA,08,H6CA08157,,Eve Del,Castello,"Castello, Eve Del",,REP,2319,24.2092076417163%,,,,,,,,,
242,California,CA,08,,,,,,Party Votes:,REP,9579,,,,,,,,,,
243,California,CA,08,H6CA08165,,Krissy,Keefer,"Keefer, Krissy",,GRE,2647,100%,,,13653,7.39442912927388%,,,,,
244,California,CA,08,,,,,,Party Votes:,GRE,2647,,,,,,,,,,
245,California,CA,08,H6CA08173,,Philip Zimt,Berg,"Berg, Philip Zimt",,LBT,381,100%,,,2751,1.48993441255639%,,,,,
246,California,CA,08,,,,,,Party Votes:,LBT,381,,,,,,,,,,
247,California,CA,08,,,,,,District Votes:,,90583,,,,184639,,,,,,
248,California,CA,09,H8CA09060,(I),Barbara ,Lee,"Lee, Barbara ",,DEM,97874,100%,,,167245,86.3485228669083%,,,,,
249,California,CA,09,,,,,,Party Votes:,DEM,97874,,,,,,,,,,
250,California,CA,09,H6CA09080,,"John ""J.D."" ",den Dulk,"den Dulk, John ""J.D."" ",,REP,9350,100%,,,20786,10.7318030213851%,,,,,
251,California,CA,09,,,,,,Party Votes:,REP,9350,,,,,,,,,,
252,California,CA,09,H2CA09097,,James,Eyer,"Eyer, James",,LBT,318,100%,,,5655,2.91967411170658%,,,,,
253,California,CA,09,,,,,,Party Votes:,LBT,318,,,,,,,,,,
254,California,CA,09,,,,,,District Votes:,,107542,,,,193686,,,,,,
255,California,CA,10,H6CA10088,(I),Ellen O.,Tauscher,"Tauscher, Ellen O.",,DEM,60669,100%,,,130859,66.4333072728934%,,,,,
256,California,CA,10,,,,,,Party Votes:,DEM,60669,,,,,,,,,,
257,California,CA,10,H6CA10138,,Darcy,Linn,"Linn, Darcy",,REP,33198,100%,,,66069,33.541309181736%,,,,,
258,California,CA,10,,,,,,Party Votes:,REP,33198,,,,,,,,,,
259,California,CA,10,H4CA10067,,Jeff,Ketelson,"Ketelson, Jeff",,W,,,,,50,0.025383545370549%,,,,,
260,California,CA,10,,,,,,District Votes:,,93867,,,,196978,,,,,,
261,California,CA,11,H4CA11081,,Jerry ,McNerney,"McNerney, Jerry ",,DEM,23598,52.7541804524725%,,,109868,53.2657177209789%,,,,,
262,California,CA,11,H6CA11110,,Steve,Filson,"Filson, Steve",,DEM,12744,28.4896718233032%,,,,,,,,,
263,California,CA,11,H6CA11128,,Steve,Thomas,"Thomas, Steve",,DEM,8390,18.7561477242243%,,,,,,,,,
264,California,CA,11,,,,,,Party Votes:,DEM,44732,,,,,,,,,,
265,California,CA,11,H2CA11051,(I),Richard W.,Pombo,"Pombo, Richard W.",,REP,35493,62.3910139220925%,,,96396,46.7342822790211%,,,,,
266,California,CA,11,H6CA11144,,"Paul N. ""Pete,"" Jr.",Mc Closkey,"Mc Closkey, Paul N. ""Pete,"" Jr.",,REP,18132,31.8731542680354%,,,,,,,,,
267,California,CA,11,H2CA11119,,Thomas (Tom) A.,Benigno,"Benigno, Thomas (Tom) A.",,REP,3263,5.73583180987203%,,,,,,,,,
268,California,CA,11,,,,,,Party Votes:,REP,56888,,,,,,,,,,
269,California,CA,11,H6CA11151,,Dina,Padilla,"Padilla, Dina",,W(PAF),1,100%,,,,,,,,,
270,California,CA,11,,,,,,Party Votes:,PAF,1,,,,,,,,,,
271,California,CA,11,,,,,,District Votes:,,101621,,,,206264,,,,,,
272,California,CA,12,H0CA11022,(I),Tom ,Lantos,"Lantos, Tom ",,DEM,61510,83.2521249526285%,,,138650,76.0459401943792%,,,,,
273,California,CA,12,H6CA12167,,Kevin ,Hearle,"Hearle, Kevin ",,DEM,6973,9.43776731091982%,,,,,,,,,
274,California,CA,12,H6CA12159,,Robert M.,Barrows,"Barrows, Robert M.",,DEM,5401,7.31010773645174%,,,,,,,,,
275,California,CA,12,,,,,,Party Votes:,DEM,73884,,,,,,,,,,
276,California,CA,12,H8CA12148,,Mike,Moloney,"Moloney, Mike",,REP,8068,42.0909849749583%,,,43674,23.9540598056208%,,,,,
277,California,CA,12,H4CA05075,,Mike ,Garza,"Garza, Mike ",,REP,7098,37.0304674457429%,,,,,,,,,
278,California,CA,12,H4CA12063,,Chris ,Huskins,"Huskins, Chris ",,REP,4002,20.8785475792988%,,,,,,,,,
279,California,CA,12,,,,,,Party Votes:,REP,19168,,,,,,,,,,
280,California,CA,12,H4CA12097,,Harland,Harrison,"Harrison, Harland",,W(LBT),30,100%,,,,,,,,,
281,California,CA,12,,,,,,Party Votes:,LBT,30,,,,,,,,,,
282,California,CA,12,,,,,,District Votes:,,93082,,,,182324,,,,,,
283,California,CA,13,H6CA09023,(I),Fortney Pete,Stark,"Stark, Fortney Pete",,DEM,54654,100%,,,110756,74.8872526149956%,,,,,
284,California,CA,13,,,,,,Party Votes:,DEM,54654,,,,,,,,,,
285,California,CA,13,H4CA13079,,George I.,Bruno,"Bruno, George I.",,REP,15788,100%,,,37141,25.1127473850044%,,,,,
286,California,CA,13,,,,,,Party Votes:,REP,15788,,,,,,,,,,
287,California,CA,13,,,,,,District Votes:,,70442,,,,147897,,,,,,
288,California,CA,14,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,DEM,65255,100%,,,141153,71.0829661337026%,,,,,
289,California,CA,14,,,,,,Party Votes:,DEM,65255,,,,,,,,,,
290,California,CA,14,H6CA14106,,Rob ,Smith,"Smith, Rob ",,REP,28011,100%,,,48097,24.2210751605187%,,,,,
291,California,CA,14,,,,,,Party Votes:,REP,28011,,,,,,,,,,
292,California,CA,14,H4CA14085,,Brian ,Holtz,"Holtz, Brian ",,LBT,676,100%,,,4692,2.36283520080574%,,,,,
293,California,CA,14,,,,,,Party Votes:,LBT,676,,,,,,,,,,
294,California,CA,14,H6CA14098,,Carol ,Brouillet,"Brouillet, Carol ",,GRE,1134,100%,,,4633,2.33312350497293%,,,,,
295,California,CA,14,,,,,,Party Votes:,GRE,1134,,,,,,,,,,
296,California,CA,14,,,,,,District Votes:,,95076,,,,198575,,,,,,
297,California,CA,15,H0CA15148,(I),Mike ,Honda,"Honda, Mike ",,DEM,49400,100%,,,115532,72.3349904206163%,,,,,
298,California,CA,15,,,,,,Party Votes:,DEM,49400,,,,,,,,,,
299,California,CA,15,H4CA15058,,Raymond L.,Chukwu,"Chukwu, Raymond L.",,REP,23693,100%,,,44186,27.6650095793837%,,,,,
300,California,CA,15,,,,,,Party Votes:,REP,23693,,,,,,,,,,
301,California,CA,15,,,,,,District Votes:,,73093,,,,159718,,,,,,
302,California,CA,16,H4CA16049,(I),Zoe ,Lofgren,"Lofgren, Zoe ",,DEM,46286,100%,,,98929,72.7103682961068%,,,,,
303,California,CA,16,,,,,,Party Votes:,DEM,46286,,,,,,,,,,
304,California,CA,16,H6CA16127,,Charel ,Winston,"Winston, Charel ",,REP,19886,100%,,,37130,27.2896317038932%,,,,,
305,California,CA,16,,,,,,Party Votes:,REP,19886,,,,,,,,,,
306,California,CA,16,,,,,,District Votes:,,66172,,,,136059,,,,,,
307,California,CA,17,H4CA17021,(I),Sam ,Farr,"Farr, Sam ",,DEM,54998,100%,,,120750,75.8037076331038%,,,,,
308,California,CA,17,,,,,,Party Votes:,DEM,54998,,,,,,,,,,
309,California,CA,17,H6CA17133,,Anthony R.,De Maio,"De Maio, Anthony R.",,REP,23703,100%,,,35932,22.5571745148877%,,,,,
310,California,CA,17,,,,,,Party Votes:,REP,23703,,,,,,,,,,
311,California,CA,17,,,Jeff Edward,Taylor,"Taylor, Jeff Edward",,W,,,,,2611,1.63911785200856%,,,,,
312,California,CA,17,,,,,,District Votes:,,78701,,,,159293,,,,,,
313,California,CA,18,H2CA18056,(I),Dennis A.,Cardoza,"Cardoza, Dennis A.",,DEM,31088,100%,,,71182,65.4769898724164%,,,,,
314,California,CA,18,,,,,,Party Votes:,DEM,31088,,,,,,,,,,
315,California,CA,18,H6CA18107,,John A.,Kanno,"Kanno, John A.",,REP,19851,100%,,,37531,34.5230101275836%,,,,,
316,California,CA,18,,,,,,Party Votes:,REP,19851,,,,,,,,,,
317,California,CA,18,,,,,,District Votes:,,50939,,,,108713,,,,,,
318,California,CA,19,H2CA19054,(I),George P.,Radanovich,"Radanovich, George P.",,REP,54722,100%,,,110246,60.5767223095267%,,,,,
319,California,CA,19,,,,,,Party Votes:,REP,54722,,,,,,,,,,
320,California,CA,19,H6CA19113,,T. J. ,Cox,"Cox, T. J. ",,DEM,35278,100%,,,71748,39.4232776904733%,,,,,
321,California,CA,19,,,,,,Party Votes:,DEM,35278,,,,,,,,,,
322,California,CA,19,,,,,,District Votes:,,90000,,,,181994,,,,,,
323,California,CA,20,H4CA20082,(I),Jim ,Costa,"Costa, Jim ",,DEM,24356,100%,,,61120,100%,,,,,
324,California,CA,20,,,,,,Party Votes:,DEM,24356,,,,,,,,,,
325,California,CA,20,H6CA20137,,Jim,Lopez,"Lopez, Jim",,W(REP),472,100%,,,,,,,,,
326,California,CA,20,,,,,,Party Votes:,REP,472,,,,,,,,,,
327,California,CA,20,,,,,,District Votes:,,24828,,,,61120,,,,,,
328,California,CA,21,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,REP,43364,100%,,,95214,66.7414359916165%,,,,,
329,California,CA,21,,,,,,Party Votes:,REP,43364,,,,,,,,,,
330,California,CA,21,H6CA21176,,Steven ,Haze,"Haze, Steven ",,DEM,24927,100%,,,42718,29.9437127175612%,,,,,
331,California,CA,21,,,,,,Party Votes:,DEM,24927,,,,,,,,,,
332,California,CA,21,H6CA21184,,John Roger,Miller,"Miller, John Roger",,GRE,239,100%,,,4729,3.3148512908223%,,,,,
333,California,CA,21,,,,,,Party Votes:,GRE,239,,,,,,,,,,
334,California,CA,21,,,,,,District Votes:,,68530,,,,142661,,,,,,
335,California,CA,22,H6CA22125,,Kevin ,McCarthy,"McCarthy, Kevin ",,REP,63399,85.6384487579527%,,,133278,70.7030089547171%,,,,,
336,California,CA,22,H6CA22158,,Steve W.,Nichols,"Nichols, Steve W.",,REP,5995,8.09795896313706%,,,,,,,,,
337,California,CA,22,H6CA22141,,David W.,Evans,"Evans, David W.",,REP,4637,6.26359227891019%,,,,,,,,,
338,California,CA,22,,,,,,Party Votes:,REP,74031,,,,,,,,,,
339,California,CA,22,H6CA22133,,Sharon ,Beery,"Beery, Sharon ",,DEM,31966,100%,,,55226,29.2969910452829%,,,,,
340,California,CA,22,,,,,,Party Votes:,DEM,31966,,,,,,,,,,
341,California,CA,22,,,,,,District Votes:,,105997,,,,188504,,,,,,
342,California,CA,23,H8CA22089,(I),Lois ,Capps,"Capps, Lois ",,DEM,53503,100%,,,114661,65.1664383834136%,,,,,
343,California,CA,23,,,,,,Party Votes:,DEM,53503,,,,,,,,,,
344,California,CA,23,H6CA00139,,Victor D.,Tognazzini,"Tognazzini, Victor D.",,REP,21444,59.6395594615641%,,,61272,34.8233314957005%,,,,,
345,California,CA,23,H6CA23180,,Will,Levison,"Levison, Will",,REP,14512,40.3604405384359%,,,,,,,,,
346,California,CA,23,,,,,,Party Votes:,REP,35956,,,,,,,,,,
347,California,CA,23,H6CA23198,,"H. A., Jr.",Gardner,"Gardner, H. A., Jr.",,W,,,,,18,0.0102301208859285%,,,,,
348,California,CA,23,,,,,,District Votes:,,89459,,,,175951,,,,,,
349,California,CA,24,H6CA21028,(I),Elton ,Gallegy,"Gallegy, Elton ",,REP,51923,80.0959491562028%,,,129812,62.0243487567609%,,,,,
350,California,CA,24,H6CA24279,,Michael ,Tenenbaum,"Tenenbaum, Michael ",,REP,12903,19.9040508437972%,,,,,,,,,
351,California,CA,24,,,,,,Party Votes:,REP,64826,,,,,,,,,,
352,California,CA,24,H6CA24253,,Jill M.,Martinez,"Martinez, Jill M.",,DEM,36619,100%,,,79461,37.9665730176022%,,,,,
353,California,CA,24,,,,,,Party Votes:,DEM,36619,,,,,,,,,,
354,California,CA,24,H6CA24261,,Michael Kurt,Stettler,"Stettler, Michael Kurt",,W,,,,,16,0.00764482158897617%,,,,,
355,California,CA,24,,,Henry,Nicolle,"Nicolle, Henry",,W,,,,,3,0.00143340404793303%,,,,,
356,California,CA,24,,,,,,District Votes:,,101445,,,,209292,,,,,,
357,California,CA,25,H2CA25036,(I),"Howard P. ""Buck""",McKeon,"McKeon, Howard P. ""Buck""",,REP,36291,100%,,,93987,59.9510119727249%,,,,,
358,California,CA,25,,,,,,Party Votes:,REP,36291,,,,,,,,,,
359,California,CA,25,H6CA25136,,Robert,Rodriguez,"Rodriguez, Robert",,DEM,23203,100%,,,55913,35.6649423051163%,,,,,
360,California,CA,25,,,,,,Party Votes:,DEM,23203,,,,,,,,,,
361,California,CA,25,H6CA25144,,David W.,Erickson,"Erickson, David W.",,LBT,316,100%,,,6873,4.38404572215879%,,,,,
362,California,CA,25,,,,,,Party Votes:,LBT,316,,,,,,,,,,
363,California,CA,25,,,,,,District Votes:,,59810,,,,156773,,,,,,
364,California,CA,26,H8CA35032,(I),David ,Dreier,"Dreier, David ",,REP,29569,64.8713279655997%,,,102028,56.953065690171%,,,,,
365,California,CA,26,H4CA26113,,Sonny ,Sardo,"Sardo, Sonny ",,REP,12186,26.7348237204098%,,,,,,,,,
366,California,CA,26,H6CA26191,,Melvin C. (Mel),Milton,"Milton, Melvin C. (Mel)",,REP,3826,8.39384831399048%,,,,,,,,,
367,California,CA,26,,,,,,Party Votes:,REP,45581,,,,,,,,,,
368,California,CA,26,H4CA26097,,Cynthia Rodriguez,Matthews,"Matthews, Cynthia Rodriguez",,DEM,14380,47.034965492428%,,,67878,37.8901888983164%,,,,,
369,California,CA,26,H6CA26183,,Russ ,Warner,"Warner, Russ ",,DEM,11498,37.608347234488%,,,,,,,,,
370,California,CA,26,H6CA26225,,Hoyt ,Hilsman,"Hilsman, Hoyt ",,DEM,4695,15.3566872730841%,,,,,,,,,
371,California,CA,26,,,,,,Party Votes:,DEM,30573,,,,,,,,,,
372,California,CA,26,H6CA26217,,Ted ,Brown,"Brown, Ted ",,LBT,305,100%,,,5887,3.28618318224445%,,,,,
373,California,CA,26,,,,,,Party Votes:,LBT,305,,,,,,,,,,
374,California,CA,26,H6CA26209,,Elliot ,Graham,"Graham, Elliot ",,AIP,451,100%,,,3351,1.87056222926808%,,,,,
375,California,CA,26,,,,,,Party Votes:,AIP,451,,,,,,,,,,
376,California,CA,26,,,,,,District Votes:,,76910,,,,179144,,,,,,
377,California,CA,27,H6CA24113,(I),Brad ,Sherman,"Sherman, Brad ",,DEM,35563,100%,,,92650,68.7702265372168%,,,,,
378,California,CA,27,,,,,,Party Votes:,DEM,35563,,,,,,,,,,
379,California,CA,27,H6CA27272,,Peter ,Hankwitz,"Hankwitz, Peter ",,REP,17065,100%,,,42074,31.2297734627832%,,,,,
380,California,CA,27,,,,,,Party Votes:,REP,17065,,,,,,,,,,
381,California,CA,27,,,,,,District Votes:,,52628,,,,134724,,,,,,
382,California,CA,28,H2CA26026,(I),Howard L.,Berman,"Berman, Howard L.",,DEM,31048,80.4456535820702%,,,79866,73.9212528461154%,,,,,
383,California,CA,28,H4CA28069,,"Charles R., Jr.",Coleman,"Coleman, Charles R., Jr.",,DEM,7547,19.5543464179298%,,,,,,,,,
384,California,CA,28,,,,,,Party Votes:,DEM,38595,,,,,,,,,,
385,California,CA,28,H6CA28148,,Stanley Kimmel,Kesselman,"Kesselman, Stanley Kimmel",,REP,8632,100%,,,20629,19.0935006756632%,,,,,
386,California,CA,28,,,,,,Party Votes:,REP,8632,,,,,,,,,,
387,California,CA,28,H6CA28130,,Byron ,De Lear,"De Lear, Byron ",,GRE,190,100%,,,3868,3.58008922456082%,,,,,
388,California,CA,28,,,,,,Party Votes:,GRE,190,,,,,,,,,,
389,California,CA,28,H2CA28105,,Kelley L.,Ross,"Ross, Kelley L.",,LBT,163,100%,,,3679,3.40515725366061%,,,,,
390,California,CA,28,,,,,,Party Votes:,LBT,163,,,,,,,,,,
391,California,CA,28,,,,,,District Votes:,,47580,,,,108042,,,,,,
392,California,CA,29,H0CA27085,(I),Adam,Schiff,"Schiff, Adam",,DEM,33750,82.6152942328405%,,,91014,63.4668489024016%,,,,,
393,California,CA,29,H6CA29161,,Bob ,Mc Closkey,"Mc Closkey, Bob ",,DEM,7102,17.3847057671595%,,,,,,,,,
394,California,CA,29,,,,,,Party Votes:,DEM,40852,,,,,,,,,,
395,California,CA,29,H4CA29109,,William J.,Bodell,"Bodell, William J.",,REP,19281,100%,,,39321,27.419737245823%,,,,,
396,California,CA,29,,,,,,Party Votes:,REP,19281,,,,,,,,,,
397,California,CA,29,H6CA29179,,William M.,Paparian,"Paparian, William M.",,GRE,423,100%,,,8197,5.71601907896572%,,,,,
398,California,CA,29,,,,,,Party Votes:,GRE,423,,,,,,,,,,
399,California,CA,29,H6CA29195,,Lynda L.,Llamas,"Llamas, Lynda L.",,PAF,64,100%,,,2599,1.81236227720287%,,,,,
400,California,CA,29,,,,,,Party Votes:,PAF,64,,,,,,,,,,
401,California,CA,29,H6CA29187,,Jim ,Keller,"Keller, Jim ",,LBT,215,100%,,,2258,1.57457253633093%,,,,,
402,California,CA,29,,,,,,Party Votes:,LBT,215,,,,,,,,,,
403,California,CA,29,,,John,Burton,"Burton, John",,W,,,,,15,0.0104599592758919%,,,,,
404,California,CA,29,,,,,,District Votes:,,60835,,,,143404,,,,,,
405,California,CA,30,H6CA24048,(I),Henry A.,Waxman,"Waxman, Henry A.",,DEM,59955,100%,,,151284,71.4500269205702%,,,,,
406,California,CA,30,,,,,,Party Votes:,DEM,59955,,,,,,,,,,
407,California,CA,30,H6CA30151,,David Nelson,Jones,"Jones, David Nelson",,REP,20660,100%,,,55904,26.402939537344%,,,,,
408,California,CA,30,,,,,,Party Votes:,REP,20660,,,,,,,,,,
409,California,CA,30,H6CA30169,,Adele M.,Cannon,"Cannon, Adele M.",,PAF,64,100%,,,4546,2.14703354208582%,,,,,
410,California,CA,30,,,,,,Party Votes:,PAF,64,,,,,,,,,,
411,California,CA,30,,,,,,District Votes:,,80679,,,,211734,,,,,,
412,California,CA,31,H2CA30143,(I),Xavier ,Becerra,"Becerra, Xavier ",,DEM,26904,89.2900998971159%,,,64952,100%,,,,,
413,California,CA,31,H6CA31126,,Sal ,Genovese,"Genovese, Sal ",,DEM,3227,10.7099001028841%,,,,,,,,,
414,California,CA,31,,,,,,Party Votes:,DEM,30131,,,,,,,,,,
415,California,CA,31,,,,,,District Votes:,,30131,,,,64952,,,,,,
416,California,CA,32,H0CA31087,(I),Hilda L.,Solis,"Solis, Hilda L.",,DEM,30355,100%,,,76059,82.9559583796872%,,,,,
417,California,CA,32,,,,,,Party Votes:,DEM,30355,,,,,,,,,,
418,California,CA,32,H4CA32095,,Leland ,Faegre,"Faegre, Leland ",,LBT,98,100%,,,15627,17.0440416203128%,,,,,
419,California,CA,32,,,,,,Party Votes:,LBT,98,,,,,,,,,,
420,California,CA,32,,,,,,District Votes:,,30453,,,,91686,,,,,,
421,California,CA,33,H2CA32099,(I),Diane E.,Watson,"Watson, Diane E.",,DEM,47461,90.8605341246291%,,,113715,100%,,,,,
422,California,CA,33,H0CA32085,,Mervin L.,Evans,"Evans, Mervin L.",,DEM,4774,9.13946587537092%,,,,,,,,,
423,California,CA,33,,,,,,Party Votes:,DEM,52235,,,,,,,,,,
424,California,CA,33,,,,,,District Votes:,,52235,,,,113715,,,,,,
425,California,CA,34,H2CA33048,(I),Lucille ,Roybal-Allard,"Roybal-Allard, Lucille ",,DEM,22173,100%,,,57459,76.7973375746802%,,,,,
426,California,CA,34,,,,,,Party Votes:,DEM,22173,,,,,,,,,,
427,California,CA,34,H6CA34211,,Wayne ,Miller,"Miller, Wayne ",,REP,5927,100%,,,17359,23.2013258664243%,,,,,
428,California,CA,34,,,,,,Party Votes:,REP,5927,,,,,,,,,,
429,California,CA,34,,,Naomi,Crane,"Crane, Naomi",,W,,,,,1,0.00133655889546773%,,,,,
430,California,CA,34,,,,,,District Votes:,,28100,,,,74819,,,,,,
431,California,CA,35,H4CA23011,(I),Maxine ,Waters,"Waters, Maxine ",,DEM,34338,86.111947035811%,,,82498,83.7492132458937%,,,,,
432,California,CA,35,H0CA35096,,Carl ,McGill,"McGill, Carl ",,DEM,5538,13.888052964189%,,,,,,,,,
433,California,CA,35,,,,,,Party Votes:,DEM,39876,,,,,,,,,,
434,California,CA,35,H6CA35093,,Gordon Michael,Mego,"Mego, Gordon Michael",,AIP,237,100%,,,8343,8.46953485066899%,,,,,
435,California,CA,35,,,,,,Party Votes:,AIP,237,,,,,,,,,,
436,California,CA,35,H6CA35101,,Paul T.,Ireland,"Ireland, Paul T.",,LBT,66,84.6153846153846%,,,7665,7.78125190343735%,,,,,
437,California,CA,35,H6CA35119,,Bob,Weber,"Weber, Bob",,W(LBT),12,15.3846153846154%,,,,,,,,,
438,California,CA,35,,,,,,Party Votes:,LBT,78,,,,,,,,,,
439,California,CA,35,,,,,,District Votes:,,40191,,,,98506,,,,,,
440,California,CA,36,H2CA27107,(I),Jane ,Harman,"Harman, Jane ",,DEM,30333,62.4649917627677%,,,105323,63.3891654077868%,,,,,
441,California,CA,36,H6CA36117,,Marcy ,Winograd,"Winograd, Marcy ",,DEM,18227,37.5350082372323%,,,,,,,,,
442,California,CA,36,,,,,,Party Votes:,DEM,48560,,,,,,,,,,
443,California,CA,36,H6CA36125,,Brian ,Gibson,"Gibson, Brian ",,REP,23881,100%,,,53068,31.9392367275944%,,,,,
444,California,CA,36,,,,,,Party Votes:,REP,23881,,,,,,,,,,
445,California,CA,36,H6CA36141,,James R.,Smith,"Smith, James R.",,PAF,92,100%,,,4592,2.76371777819239%,,,,,
446,California,CA,36,,,,,,Party Votes:,PAF,92,,,,,,,,,,
447,California,CA,36,H6CA36133,,Mike ,Binkley,"Binkley, Mike ",,LBT,307,100%,,,3170,1.90788008642637%,,,,,
448,California,CA,36,,,,,,Party Votes:,LBT,307,,,,,,,,,,
449,California,CA,36,,,,,,District Votes:,,72840,,,,166153,,,,,,
450,California,CA,37,H6CA37222,(I),Juanita ,Millender-McDonald,"Millender-McDonald, Juanita ",,DEM,28480,75.7970937350295%,,,80716,82.3952144709173%,,,,,
451,California,CA,37,H6CA37305,,Peter ,Mathews,"Mathews, Peter ",,DEM,9094,24.2029062649705%,,,,,,,,,
452,California,CA,37,,,,,,Party Votes:,DEM,37574,,,,,,,,,,
453,California,CA,37,H2CA37254,,Herb ,Peters,"Peters, Herb ",,LBT,141,100%,,,17246,17.6047855290827%,,,,,
454,California,CA,37,,,,,,Party Votes:,LBT,141,,,,,,,,,,
455,California,CA,37,,,,,,District Votes:,,37715,,,,97962,,,,,,
456,California,CA,38,H8CA34068,(I),Grace F.,Napolitano,"Napolitano, Grace F.",,DEM,31123,100%,,,75181,75.3309085079308%,,,,,
457,California,CA,38,,,,,,Party Votes:,DEM,31123,,,,,,,,,,
458,California,CA,38,H6CA38105,,Sidney W.,Street,"Street, Sidney W.",,REP,8427,100%,,,24620,24.6690914920692%,,,,,
459,California,CA,38,,,,,,Party Votes:,REP,8427,,,,,,,,,,
460,California,CA,38,,,,,,District Votes:,,39550,,,,99801,,,,,,
461,California,CA,39,H2CA39078,(I),Linda T.,Sanchez,"Sanchez, Linda T.",,DEM,23893,77.7918864361529%,,,72149,65.8696465905252%,,,,,
462,California,CA,39,H6CA39111,,Kenneth L.,Graham,"Graham, Kenneth L.",,DEM,5083,16.5494562740119%,,,,,,,,,
463,California,CA,39,H6CA39103,,Frank ,Amador,"Amador, Frank ",,DEM,1738,5.65865728983525%,,,,,,,,,
464,California,CA,39,,,,,,Party Votes:,DEM,30714,,,,,,,,,,
465,California,CA,39,H6CA39129,,James L.,Andion,"Andion, James L.",,REP,12870,100%,,,37384,34.1303534094748%,,,,,
466,California,CA,39,,,,,,Party Votes:,REP,12870,,,,,,,,,,
467,California,CA,39,,,,,,District Votes:,,43584,,,,109533,,,,,,
468,California,CA,40,H6CA39020,(I),Ed,Royce,"Royce, Ed",,REP,44038,100%,,,100995,66.756340513851%,,,,,
469,California,CA,40,,,,,,Party Votes:,REP,44038,,,,,,,,,,
470,California,CA,40,H6CA40267,,Florice Orea,Hoffman,"Hoffman, Florice Orea",,DEM,13229,52.195699348984%,,,46418,30.6816754688047%,,,,,
471,California,CA,40,H6CA40275,,Christina ,Avalos,"Avalos, Christina ",,DEM,12116,47.804300651016%,,,,,,,,,
472,California,CA,40,,,,,,Party Votes:,DEM,25345,,,,,,,,,,
473,California,CA,40,H6CA40283,,Philip H.,Inman,"Inman, Philip H.",,LBT,346,100%,,,3876,2.56198401734429%,,,,,
474,California,CA,40,,,,,,Party Votes:,LBT,346,,,,,,,,,,
475,California,CA,40,,,,,,District Votes:,,69729,,,,151289,,,,,,
476,California,CA,41,H8CA37079,(I),Jerry ,Lewis,"Lewis, Jerry ",,REP,45119,100%,,,109761,66.9094876984224%,,,,,
477,California,CA,41,,,,,,Party Votes:,REP,45119,,,,,,,,,,
478,California,CA,41,H6CA41174,,Louie A.,Contreras,"Contreras, Louie A.",,DEM,26466,100%,,,54235,33.0612518592573%,,,,,
479,California,CA,41,,,,,,Party Votes:,DEM,26466,,,,,,,,,,
480,California,CA,41,,,Carol,Petersen,"Petersen, Carol",,W,,,,,48,0.0292604423203531%,,,,,
481,California,CA,41,,,,,,District Votes:,,71585,,,,164044,,,,,,
482,California,CA,42,H8CA41063,(I),Gary G.,Miller,"Miller, Gary G.",,REP,43813,100%,,,129720,100%,,,,,
483,California,CA,42,,,,,,Party Votes:,REP,43813,,,,,,,,,,
484,California,CA,42,H6CA42164,,Mark,Hull-Richter,"Hull-Richter, Mark",,W(DEM),273,100%,,,,,,,,,
485,California,CA,42,,,,,,Party Votes:,DEM,273,,,,,,,,,,
486,California,CA,42,,,,,,District Votes:,,44086,,,,129720,,,,,,
487,California,CA,43,H6CA42099,(I),Joe ,Baca,"Baca, Joe ",,DEM,20959,100%,,,52791,64.4893720987051%,,,,,
488,California,CA,43,,,,,,Party Votes:,DEM,20959,,,,,,,,,,
489,California,CA,43,H6CA43121,,Scott ,Folkens,"Folkens, Scott ",,REP,10119,100%,,,29069,35.5106279012949%,,,,,
490,California,CA,43,,,,,,Party Votes:,REP,10119,,,,,,,,,,
491,California,CA,43,,,,,,District Votes:,,31078,,,,81860,,,,,,
492,California,CA,44,H2CA37023,(I),Ken ,Calvert,"Calvert, Ken ",,REP,35444,100%,,,89555,59.9768276674971%,,,,,
493,California,CA,44,,,,,,Party Votes:,REP,35444,,,,,,,,,,
494,California,CA,44,H2CA44128,,Louis ,Vandenberg,"Vandenberg, Louis ",,DEM,23592,100%,,,55275,37.0188057542393%,,,,,
495,California,CA,44,,,,,,Party Votes:,DEM,23592,,,,,,,,,,
496,California,CA,44,H4CA44140,,Kevin ,Akin,"Akin, Kevin ",,PAF,54,100%,,,4486,3.00436657826355%,,,,,
497,California,CA,44,,,,,,Party Votes:,PAF,54,,,,,,,,,,
498,California,CA,44,,,,,,District Votes:,,59090,,,,149316,,,,,,
499,California,CA,45,H8CA44034,(I),Mary ,Bono,"Bono, Mary ",,REP,42080,99.5669971369756%,,,99638,60.6620355431626%,,,,,
500,California,CA,45,H6CA45100,,John C.,Barker,"Barker, John C.",,W(REP),183,0.433002863024395%,,,,,,,,,
501,California,CA,45,,,,,,Party Votes:,REP,42263,,,,,,,,,,
